,prompt,expected_completion,actual_completion
362,"Come see this massive num - bedroom located in LOC LOC LOC LOC ! This location has WORK_OF_ART WORK_OF_ART WORK_OF_ART WORK_OF_ART out of CARDINAL . This location is Very Walkable so most errands can be accomplished on foot . num FAC FAC FAC is a TIME TIME TIME walk from ORG ORG ORG ORG at FAC FAC FAC stop . This location is in the LOC LOC neighborhood in GPE . Nearby parks include GPE GPE , LOC LOC and FAC FAC . Unit Features : -Heat Included -Massive Layout -Tenants Pay Eletric and Cooking Gas -No dogs Cats Okay CARDINAL per month pet rent Application Fee : $ MONEY / adult ( Non - Refundable ) Admin Fee : $ MONEY ( Non - Refundable ) Located at FAC FAC GPE Contact leasing agent below . Thanks ! PERSON PERSON PERSON PERSON and ORG ORG ORG num CARDINAL - num - num Is rent cheap, average, or expensive? <SEP>
", cheap, average
350,"CARDINAL of a kind FAC FAC duplex Fully renovated Stainless steel appliances FAC FAC countertops Large island Laundry in unit PRODUCT PRODUCT PRODUCT living room CARDINAL of natural light Fireplace Private patio Huge bedroom with walk in closet Custom tile in bathroom Pet friendly Video - < URL > Is rent cheap, average, or expensive? <SEP>
", expensive, cheap
411,"PROPERTY INFO ID : num Rent : $ MONEY / Month Beds : CARDINAL Bath : CARDINAL Pet : Pet Friendly Price is net effective of promotion When is your move date?(is it flexible , if so how far in either direction ) ? Any pets(weight and breed ) ? Need parking ? DATE rent ) ? Which neighborhoods are you considering ? ' , "" Have you toured any properties yet?(so that I do n't double up on my research ) "" , ' When are you available for a showing ? Nestled right up against LOC LOC LOC , this ideally - located property is a short walk to LOC LOC , the PLACE and the LOC LOC neighborhoods . Take advantage of the FAC FAC nightlife or the amazing restaurants lining FAC FAC . Easy access to the PRODUCT and CARDINAL Interstates as well as ORG ORG ORG Green , Pink , Brown , Purple and ORG ORG offers a central location for commuters . On - site , there ’s a TIME TIME TIME cardio studio and weight room , sundeck with lounge area , gas grills and fire pit . Granite countertops , maple cabinets and modern appliances are paired with tile flooring in the kitchens and baths . Hardwood flooring in the main living spaces , full - size washers and dryers and central air with resident - controlled heating and air conditioning provide all of the modern conveniences in these luxury spaces . You ’ll love the floor - to - ceiling windows as well ! Parking is available on - site at an additional charge and there is permit street parking within walking distance . Cats are accepted throughout and dogs are welcome on select floors ( dog breed and weight restrictions apply ) . FEATURES Balcony - Some Units Central Air - Yes Dishwasher - All Dogs - No Weight Limit Flooring - Some Carpet / Some Hardwood Laundry- W / D In Unit Luxury Property Security-num Hour PERSON PERSON PERSON PERSON PERSON PERSON PERSON PERSON PERSON PERSON PERSON PERSON PERSON PERSON PERSON PERSON PERSON PERSON Photos may not be of exact unit available and may be of various model units and various vacant units . Apartment availability and lease terms may vary . Pricing , availability , and specials are subject to change at any time and without notice . Please note that the price may be net effective of a special or concession that the building is currently running . Information is believed to be accurate , however , is subject to errors and omissions . HotSpot Rentals services the following neighborhoods : South PLACE , PLACE , Near North , LOC LOC , LOC LOC , GPE GPE , GPE GPE GPE , LOC LOC LOC , The PLACE , GPE , GPE GPE , LOC LOC LOC , PLACE , ORG ORG , GPE GPE , Near North , GPE GPE , FAC FAC FAC , GPE , GPE , GPE GPE , GPE GPE , GPE , GPE , GPE , FAC FAC Is rent cheap, average, or expensive? <SEP>
", cheap, average
232,"Welcome to Residences at ORG ORG ORG ORG : $ num - $ num / Month | CARDINAL Bedroom num Bath | num sq ft Lease Term : DATE DATE DATE , DATE DATE DATE , DATE DATE DATE , DATE DATE DATE , DATE DATE DATE , DATE DATE DATE , DATE DATE DATE , DATE DATE DATE , DATE DATE DATE , DATE DATE DATE , DATE DATE DATE , DATE DATE DATE , DATE DATE DATE , DATE DATE DATE , DATE DATE DATE ( CARDINAL ) CARDINAL CARDINAL CARDINAL Apartment Amenities ❖ Balcony or Patio ❖ ORG ORG ❖ ORG ORG ( select units ) ❖ In - Home Washer / Dryer ❖ FAC FAC ( select units ) ❖ PERSON PERSON ( select units ) ❖ ORG ORG ORG ( select units ) ❖ Walk - in closets ( select units ) ❖ ORG ORG ❖ Balcony or Patio ❖ ORG ORG ❖ ORG ORG * ❖ In - Home Washer / Dryer ❖ LOCATION Back ❖ GPE GPE * ❖ ORG ORG ORG ❖ ORG ORG ORG * ❖ Walk - in closets * Community Features ❖ PLACE Games Room ❖ GPE GPE ❖ Online Payments Available ❖ ORG ORG ❖ ORG ORG ❖ ORG ORG ❖ ORG ORG ❖ ORG ORG ❖ ORG ORG ORG ❖ ORG ORG , Free Weights , Peloton Bike and more ! ❖ ORG ORG ❖ New TIME TIME TIME State - of - the - Art Fitness Center ❖ Pet Friendly Bark Park ❖ ORG ORG ORG ORG ORG ORG ❖ Resort Style Heated Pool with Luxurious PERSON ( Coming Soon ) ❖ ORG ORG About Community Description : YES , WE ARE OPEN ! CALL NOW TO SCHEDULE AN IN - PERSON TOUR ! OR LET US SHOW YOU THROUGH FACETIME ! With Residences at FAC FAC you will be sure to find the perfect home to fit your lifestyle . Our luxury PLACE , IL Apartment complex offers a variety of floor plan options with CARDINAL , CARDINAL , and CARDINAL bedroom units available . Whether you are hosting a small dinner party or relaxing at home alone , our units are spacious enough to accommodate any size gathering . Call us DATE to schedule a tour ! Location : CARDINAL ORG ORG ORG , IL num ( CARDINAL ) MONEY MONEY MONEY Office Hours : Mon - Fri : TIME TIME TIME TIME TIME Sat : TIME TIME TIME TIME TIME Additional Information Pet Policy : Breed Restriction;We allow pets for a pet fee of $ MONEY per pet and rent of $ MONEY per pet per month . Website : < URL>/ Our Management Company : ORG ORG ORG ORG ORG ORG ORG Is rent cheap, average, or expensive? <SEP>
", average, average
261,"Contemporary finishes , CARDINAL ’ ceilings , Large floor - to - ceiling windows , maximum light exposure PERSON feature stainless steel appliances , garbage disposals , gas stovetops , dishwashers and quartz countertops . Pet Friendly : CARDINAL Pets Per Residence Allowed Acoustically Conditioned Demising Walls In - Unit Gas Washer & Dryer AT&T U - Verse Cable & Gigabit Fiber Internet Service Steps away from diverse cultural experiences and unique food and drink . Next to ORG ORG ORG TIME TIME walk from FAC FAC FAC FAC a showing DATE ! Is rent cheap, average, or expensive? <SEP>
", expensive, cheap
312,"PRODUCT and charming newly renovated loft style building on a quiet tree - lined street . Unit comes with hardwood floors and updated kitchen , exposed brick and new appliances . Central A / C and heat will keep you cool after catching a DATE ORG game and cozy while you watch the winter snow fall outside your PERSON home . Walking distance to many ORG ! Just blocks from PLACE red line station and many restaurant , cafes and parks . The rent includes Water , and Trash , we also offer complimentary wired fiber internet , ORG storage and a responsive TIME TIME emergency line . Amenities and ORG ORG ORG wired fiber internet 》 Exposed Brick 》 Laundry Room 》 Bike storage 》 TIME TIME TIME responsive ORG ORG ORG ORG ORG ORG walk - in closets 》 Cat friendly 》 Dishwasher and Microwave Nearby 》 PLACE Red line ORG ORG ORG ORG ORG ORG - MONEY MONEY MONEY MONEY MONEY num ORG ORG ORG ORG ORG ORG ORG ORG , "" WORK_OF_ART WORK_OF_ART WORK_OF_ART Bleachers "" , ' WORK_OF_ART WORK_OF_ART WORK_OF_ART WORK_OF_ART WORK_OF_ART WORK_OF_ART and more Please Contact For More Information : PERSON PERSON PERSON PERSON PERSON PERSON or text Isaac num.num.num WORK_OF_ART WORK_OF_ART WORK_OF_ART WORK_OF_ART are for marketing purposes and may not represent the exact unit available Prices subject to change Is rent cheap, average, or expensive? <SEP>
", average, cheap
404,"PROPERTY INFO ID : num Rent : $ MONEY / Month Beds : CARDINAL Bath : CARDINAL Available Date : num/num/num Pet : Pet Friendly Rent Includes : : Gas Parking : : street parking This CARDINAL bedroom , CARDINAL bathroom apartment in GPE features a kitchen with granite counter tops and stainless steel appliances , including a dishwasher , and hardwood flooring throughout . The building is pet friendly , and has an on - site laundry facility . Call DATE to schedule a private tour ! FEATURES Bicycle Room Cats OK Ceiling Fan Dishwasher Dogs OK Gas Stove Granite Counter Tops Hardwood Floors Laundry Laundry in ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG For faster response text the number listed below PERSON PERSON PERSON agent CARDINAL - num - num Square One Real Estate Is rent cheap, average, or expensive? <SEP>
", average, cheap
172,"PROPERTY INFO ID : CARDINAL Rent : $ MONEY / Month Beds : CARDINAL Bath : CARDINAL Available Date : num/num/num Pet : Pet Friendly ~You will love the airy , sunny ambiance of the CARDINAL - bath , CARDINAL - bedroom in GPE . ~ It has essential appliances you would need like : ~ A cooktop , fridge , washer - dryer combo , and dishwasher . ~ Ample closet space and kitchen cabinets for storage are other positives . ~ Pet friendly environment ! ~ ORG ORG ORG ORG , Clybourn Station , and FAC FAC are within walking distance . FEATURES Cats Ok Courtyard Dishwasher Dogs Ok Electric Heat Granite Counter Tops Laundry in ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG Kitchen The Apartment Source Text for quicker response CARDINAL - num - num Is rent cheap, average, or expensive? <SEP>
", average, cheap
543,"CARDINAL PERSON PERSON PLACE Bright CARDINAL bedroom CARDINAL bathroom GPE apartment in awesome courtyard building ! Unit features newer kitchen separate dining room , large living room , ceiling fans , hardwood floors throughout , bright windows , spacious bedroom , amazing closet space , newer bathroom , pets welcome , and on site laundry room ! Walking distance to shopping , nightlife , restaurants , and more ! UAnum Please Call PERSON PERSON at num/num - num\unumc to schedule an appointment to view this apartment and mention Apartment ID : num . Urban Abodes num.num.num < URL > num N. PLACE Avenue GPE , ORG ORG ORG ORG ORG Is rent cheap, average, or expensive? <SEP>
", average, average
260,"CARDINAL PERSON PERSON PERSON PERSON PERSON PERSON CARDINAL bedroom , CARDINAL bathroom top floor condo in LOC LOC features heat included , rehabbed kitchen with CARDINAL "" maple cabinets , granite countertops , breakfast bar , stainless steel appliances , dishwasher , microwave , oven / range , fridge , open large combination living and dining rooms , ceiling fan , private deck , hardwood floors , huge bedroom with walk in closet , in unit laundry , and CARDINAL small pet is   welcome . Short walk to the Beach ! Please PERSON PERSON PERSON at num/num - num\unumc to schedule an appointment to view this apartment and mention Apartment ID : num . Urban Abodes num.num.num < URL > num N. PLACE Avenue GPE , ORG ORG ORG ORG ORG Is rent cheap, average, or expensive? <SEP>
", average, average
273,"This unimaginable unit is located in the ORG / PLACE area . This incredible area brings you an extreme amount of amusing activities . We also have so many bars and restaurants located very near so you can get a taste of all the different cultures around the world ! We also have many lines of public transportation that can take you all over the NORP area . I even forgot to mention the famous FAC FAC located fairly close to you ! The unit itself comes with incredible maple flooring , marvelous stainless steel appliances , impeccable granite countertop and beautiful GPE GPE painted walls . Food Places To Try : PERSON ’s ORG ORG ORG ORG ORG ORG -Joy PERSON PERSON PERSON PERSON PERSON PERSON PERSON PERSON PERSON Modern Indian Restaurant Places That Might Strike Your Interest : -Trader Joe ’s -Paulina Market -Whole Foods -Costco -Jewel ORG ORG ORG : MONEY MONEY GPE GPE and ORG ORG ORG # ORG ORG ORG and GPE / PLACE PERSON PERSON PERSON PERSON -BJB Properties Inc. -Equal Housing PLACE -Price and availability are subject to change DATE and in person tours available ORG ORG ORG ORG PERSON PERSON PERSON PERSON PERSON PERSON PERSON Is rent cheap, average, or expensive? <SEP>
", average, average
535,"CARDINAL PERSON PERSON PLACE Lovely CARDINAL bedroom CARDINAL bathroom in beautiful GPE courtyard building features brand new kitchen with espresso cabinets , stainless steel appliances , dishwasher , large combination living and dining rooms , hardwood floors throughout , spacious bedroom , great closet space , new bathroom , pets welcome , and in unit laundry . Just steps to shopping , nightlife , restaurants , and more ! UAnum Please Call PERSON PERSON at num/num - num\unumc to schedule an appointment to view this apartment and mention Apartment ID : num . Urban Abodes num.num.num < URL > num N. PLACE Avenue GPE , ORG ORG ORG ORG ORG Is rent cheap, average, or expensive? <SEP>
", expensive, average
159,"Beautiful updated CARDINAL bedroom in GPE GPE . Pets ok - $ num / month GPE in the building . Street parking with parking permit . Is rent cheap, average, or expensive? <SEP>
", average, cheap
120,"Live the GPE good life in this absolutely stunning loft - style CARDINAL - bedroom apartment on the ORDINAL floor of a stylish CARDINAL - flat . This apartment features : + exposed brick and pine wall + ample closet space and storage + large picture - esque windows + newer stove and refrigerator + newer washer / dryer in unit + newer dishwasher in unit + adorable ORG front yard with wide brick path + grassy backyard with awesome private deck Previous owner VERY sad to leave this place and kept the apartment looking great . No Pets ! CTA ( blue line ) is TIME TIME TIME TIME walking distance , downtown TIME TIME by ORG . Close to both ORG and ORG / Inum . Call , text or e - mail for a showing . CARDINAL - num - num AVAILABLE DATE DATE Garage parking also available if interested for $ MONEY / month . ORG ORG ORG LLC PERSON PERSON num ORG ORG ORG ORG ORG num Is rent cheap, average, or expensive? <SEP>
", average, cheap
29,"Furnished Studio - Great Monthly Rates ! Take advantage of our special discounted rate ! All utilities are included ! PRODUCT PRODUCT PRODUCT PRODUCT PRODUCT Looking for a place to call home for DATE DATE or longer ? We have everything you need without the hassles of traditional apartments , all at a great rate . Each room comes with a fully equipped kitchen and plenty of workspace . And unlike apartments , cable and ORG ORG ORG are already hooked up and free ! With no leases and no credit checks , we are move - in ready . So just bring yourself – and your furry family member – and feel right at home . Property Amenities All Rooms Non - Smoking Pet - Friendly Rooms Available Bi - Weekly Housekeeping Included On - Site Guest Laundry Free Off - Street Parking In - Room Amenities Fully Equipped Kitchens Full - Size Refrigerator Electric Range Microwave Free In - Room Wi - Fi Flat Screen TVs ORG ORG with ORG ORG ORG ORG ORG ORG Staying DATE DATE DATE DATE ? We also have great nightly and DATE rates . Call for details . Booking conditions apply . Advertised rate is for a TIME TIME TIME stay , and will vary by room type and stay dates . Rates and availability subject to change . Rate not inclusive of taxes or fees . Actual room may vary from those shown . Pets are always welcome at ORG ORG ORG . A maximum of CARDINAL pets are allowed in each suite . Pet fees vary by location to cover the cost of cleaning and guest room fumigation . Service animals will be exempt from this charge . Height and length restrictions apply : pets can be no longer than QUANTITY QUANTITY and no taller than num inches . Larger , or CARDINAL CARDINAL CARDINAL pets requires property manager ’s approval . Please contact the property for questions . This site may contain errors , inaccuracies , omissions or incomplete data ( including without limitation mistaken hotel rates or availability ) . Extended Stay America reserves the right to rescind any stated offer and to correct any errors , inaccuracies or omissions including after a reservation order has been submitted and whether or not the order has been confirmed and your credit card charged . ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG , GPE GPE , IL num Is rent cheap, average, or expensive? <SEP>
", average, expensive
66,"If you have any questions or would like to schedule a showing , please call PERSON at CARDINAL - num - num . ( Please , no emails . ) Available Now / LOC LOC adjacent to FAC FAC , GPE park and GPE / num N. Washtenaw , ORG ORG ORG ORG ORG bath plus den / $ num Rent / $ num PLACE Deposit / Sorry No pets allowed / Newly remodeled kitchen with stainless steel appliances / ORG ORG ORG ORG ORG backyard / Easy free street parking / Gas forced heating / Tenant responsible for   heat , cooking gas and electric / No laundry in building but laundromat just a few blocks away . GPE GPE GPE GPE stop just CARDINAL block and GPE bus stop CARDINAL blocks away , quick rides to ORG ORG . $ MONEY credit / background check ( MONEY MONEY MONEY score required ) /   DATE DATE PLACE deposit and DATE DATE lease . Available now and easy to show . Call PERSON at CARDINAL - num - num./ No emails please . * ORG ORG ORG ORG ORG : CARDINAL Trail , ORG ORG , num Fusion Cafe , LOC , ORG ORG , ORG ORG , ORG ORG , ORG , ORG , PERSON PERSON just to name a few . Dimensions : Living room / Dining combo : CARDINAL x num Kitchen : CARDINAL x num Bedroom : CARDINAL x num PERSON : CARDINAL x CARDINAL ORG ORG ORG - an GPE licensed broker An equal housing PLACE The property information herein is derived from various sources that may include , but not be limited to , county records and ORG ORG ORG ORG , and it may include approximations . Although the information is believed to be accurate , it is not warranted and you should not rely upon it without personal verification . Affiliated real estate agents are independent contractor sales associates , not employees . © DATE ORG ORG . All Rights Reserved . ORG ORG and the ORG ORG logos are trademarks of ORG ORG ORG ORG ORG . The ORG ORG ORG ORG is comprised of company owned offices which are owned by a subsidiary of ORG ORG ORG ORG and franchised offices which are independently owned and operated . ORG ORG ORG ORG fully supports the principles of LAW LAW LAW LAW and the Equal PLACE Act . Is rent cheap, average, or expensive? <SEP>
", cheap, expensive
552,"Lots of natural light , lots of charm ! Exposed brick , hardwood floors . Located right off the vibrant ORDINAL street commercial district in the heart of exciting GPE . Close to public transportation . Walking distance to FAC FAC FAC . Divvy bike rack steps away . FAC FAC and LOC LOC BBQ are around the corner . Close to ORG . Includes small private storage space in basement . $ MONEY / person application fee . $ MONEY / person move in fee . No PLACE deposit . No pet dogs , cats with $ MONEY / month additional pet rent . < URL > Email if interested in viewing apartment in person . Is rent cheap, average, or expensive? <SEP>
", average, expensive
487,"Call or text PERSON at Apartment Guys num - num - num and ask for reference # MONEY . ' , "" Do n't miss out on this new construction building completed DATE DATE DATE ! "" , ' This lovely unit features in - unit laundry , stunning floor to ceiling windows , quartz kitchen countertops and espresso finish cabinets . Dogs and cats are both welcome ! Building amenities include : large rooftop dog run , outdoor pool , roof deck with grills and fire pits , party room for you and your guest , state - of - the - art fitness center , bike storage , and cozy lobby . Prices are subject to change . * * Photos may be of a similar unit.****For faster response best to call or text CARDINAL - num - num with reference # num Is rent cheap, average, or expensive? <SEP>
", expensive, average
335,"$ MONEY , DATE DATE , num Available . Very spacious , beautiful CARDINAL bedroom apartment . Roommate seeking CARDINAL roommate Very Spacious in Perfectly located GPE GPE , GPE Charming num Flat - Privately owned - Janitor maintained property - Very clean This CARDINAL bedroom unit has a roommate who is seeking CARDINAL more roommate - he is clean kind , pays bills on time and seeking the same . Here is what the apartment has to offer and what is included . No Pets One Year Lease PLACE deposit $ MONEY Available DATE DATE DATE DATE DATE in rent is Water and Trash removal ALONG with one day use of a NEW washer and dryer one day for yourself o only on DATE DATE DATE . Bike storage / Storage space available New sound proof windows , Beautiful hardwood floors thru out unit New bathroom New fridgerator Large living room with some furniture Lovely dining room with some furniture Kitchen spacious with lovely counter tops and cabinets Enclosed porch with extra storage Out door fenced in backyard Free parking on FAC FAC in between CARDINAL shopping malls - everything imaginable is located in these CARDINAL centers along with groceries and restraints and bars . Located at the end of the block is a park with a outdoor pool for the public I would be happy to show you Is rent cheap, average, or expensive? <SEP>
", cheap, cheap
334,"Interested in this property ? Click on : Reply to this listing for more information Take advantage of this awesome CARDINAL bedroom+den DATE ! Brand new building in the heart of LOC LOC LOC LOC LOC CARDINAL - num - num * * * * * For faster response from one of our Agents , please provide your cell phone number , move date and email address when inquiring . Thank you . Availability and pricing may change at any time without notice . Ads subject to errors and omissions . Please contact agent for additional questions and information . Interested in this property ? Click REPLY above and email us Lease term is DATE DATE DATE DATE No short term options ! Is rent cheap, average, or expensive? <SEP>
", average, expensive
293,"ORG ORG ORG in South PLACE ! This unit comes deep cleaned , maintained , and move - in ready ! -Fully Furnished . ' , "" -num ' Ceilings . "" , ' -Large Windows . -In - Unit ORG ORG ORG . ORG ORG ( inc . ORG ) . -Heat / ORG ORG ORG ORG ORG ORG . -Secure Building with ORG . -num to DATE DATE DATE ORG ORG . -Pet Friendly . -Heated Garage Space(s ) Available . ' , "" This centrally located apartment is down the street from GPE GPE , a couple of blocks from LOC LOC , and around the corner from ORG ORG ORG , ORG , and the PLACE CTA stop . "" , ' Approval is contingent on an acceptable application . Management will run a credit report . Is rent cheap, average, or expensive? <SEP>
", expensive, cheap
225,"PROPERTY INFO ID : CARDINAL Rent : $ MONEY / Month Beds : CARDINAL Bath : CARDINAL Pet : Pet Friendly Parking : : attached garage ' , "" I 'd love to help you with your search ! "" , ' Please answer these questions and we can get started : ' , "" What 's your ideal move date ? "" , ' ( If flexible , by how many days either way ? ) Any pets ( weight / breed ) ? Need parking ? ' , "" What 's your budget for just rent ? "" , ' Which neighborhoods are you considering ? Have you toured any properties yet ? ' , "" ( please list , so I do n't duplicate any options you 've seen ) "" , ' When are you free for a showing ? This converted loft property is unlike anything else we could show you . A CARDINAL - story ORG ORG building that was built in DATE to ORG ORG ORG ORG ORG now contains CARDINAL floors of gorgeous and unique modern residences , plus a ground floor of retail spaces including a yoga studio . From the beautifully restored lobby to the rooftop sky lounge with outdoor deck and grilling areas , it ’s thoroughly impressive . We think that the vestibules connecting select units to the main hallway and the original DATE mail slots ( now just for show ! ) are especially cool touches . There ’s also a gym , business center and heated bike storage on - site . The building ’s PLACE location is convenient for commuting to both the PLACE and LOC LOC LOC . ORG ORG ORG and Pink trains are close by , as are the PRODUCT and ORG ORG . CARDINAL last note about location : this property is on FAC FAC , home to GPE ’s Restaurant Row ! Apartment seekers who like the “ industrial feel ” should love the units here . Expect soaring CARDINAL ’ ceilings , large windows , exposed duct work and polished concrete floors in these open layouts . ORG countertops , sleek NORP cabinetry , in unit washer and dryer and premium stainless appliances give each home that luxurious touch . Parking is available on - site at an additional charge and there ’s also some outdoor street parking around the building . Cats and dogs are accepted throughout ( dog breed restrictions apply ) . FEATURES Balcony - None Central Air - Yes Dishwasher - All Dogs - No Weight Limit Flooring - Hardwood Only Laundry- W / D In Unit Luxury Property PLACE - Intercom / Key Fob Smoking - Yes Stove - Gas True Lofts - All Units Jordan Mills \unumd(num ) CARDINAL CARDINAL CARDINAL Hotspot Rentals Disclaimer : Photos may not be of exact unit available and may be of various model units and various vacant units . Apartment availability and lease terms may vary . Pricing , availability , and specials are subject to change at any time and without notice . Please note that the price may be net effective of a special or concession that the building is currently running . Information is believed to be accurate , however , is subject to errors and omissions . HotSpot Rentals services the following neighborhoods : South PLACE , PLACE , Near North , LOC LOC , LOC LOC , GPE GPE , GPE GPE GPE , LOC LOC LOC , The PLACE , GPE , GPE GPE , LOC LOC LOC , PLACE , ORG ORG , GPE GPE , Near North , GPE GPE , FAC FAC FAC , GPE , GPE , GPE GPE , GPE GPE , GPE , GPE , GPE , FAC FAC Is rent cheap, average, or expensive? <SEP>
", average, expensive
3,"Call Apartment Guys at CARDINAL - num - num and ask for reference # MONEY . LOC LOC LOC LOC LOC LOC one bedroom PLUS ORG is located in a lovely CARDINAL flat in an amazing location ! It features hardwood floors , a separate den area ( could be a ORDINAL bedroom )   and a nice private deck ! . PERSON is just CARDINAL doors down and another building this owner has . Prices are subject to change . * * * Photos may be of a similar unit.****For faster response best to call or text CARDINAL - num - num with reference # MONEY Is rent cheap, average, or expensive? <SEP>
", average, average
274,"- Sunny num - bed , CARDINAL - bath - Modern Kitchen - SS appliances , including dishwasher and microwave - Stone countertops - In - unit laundry - Central air - Cozy porch - Hardwood floors - Newer construction ( DATE ) ORG ORG ORG ORG ORG bike storage - Elevator - Garage parking might be available ( please inquire ) - Near FAC FAC FAC FAC Near several bus stops ( # MONEY , # MONEY , # MONEY ) - A few blocks to FAC FAC FAC FAC to FAC FAC and other nightlife - ORG ORG ORG ! - TIME TIME TIME Emergency Call Center ICM Properties has been proudly managing apartments since DATE . Is rent cheap, average, or expensive? <SEP>
", expensive, cheap
9,"Residences at ORG ORG ORG ORG ORG , IL num ( CARDINAL ) CARDINAL CARDINAL CARDINAL . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . Rental Size : CARDINAL BR - num BA - num sq ft Per Month : MONEY MONEY MONEY MONEY num Lease Length : DATE DATE DATE , DATE DATE DATE , DATE DATE DATE , DATE DATE DATE , DATE DATE DATE , DATE DATE DATE , DATE DATE DATE , DATE DATE DATE , DATE DATE DATE , DATE DATE DATE , DATE DATE DATE , DATE DATE DATE , DATE DATE DATE , DATE DATE DATE , DATE DATE DATE . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . YES , WE ARE OPEN ! CALL NOW TO SCHEDULE AN IN - PERSON TOUR ! OR LET US SHOW YOU THROUGH FACETIME ! Whether you are a graduate student at ORG ORG ORG or an intern at ORG in downtown GPE , the suburban beauty of PLACE is your retreat from the bustle of the city . Located QUANTITY QUANTITY from GPE in a private residential neighborhood in GPE GPE GPE is Residences at GPE , a lovely community of renovated CARDINAL , CARDINAL and CARDINAL bedroom apartments . Take a look inside and experience the elegant styling of these PLACE apartments . Your new home at Residences at GPE is prepared with a variety of features , both stylish and convenient . The open - concept layouts give the home a natural flow , making it easy to transition from room to room . Kitchens come in CARDINAL styles : classic and renovated . Standard models have chic brown cabinets with black - on - black appliances , and our exclusive renovated units have stainless steel appliances and white cabinetry . Outside , join your Residences at GPE neighbors for a day of outdoor fun . Play a few games on ORG ORG ORG ORG , practice your swing ... . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . Features and Amenities : ➢ PLACE Games Room ➢ Bowling Alley ➢ Online Payments Available ➢ Onsite Maintenance ➢ Onsite Management ➢ Pet Park ➢ Soccer Field ➢ ORG ORG ➢ ORG ORG ORG ➢ ORG ORG , Free Weights , Peloton Bike and more ! ➢ Coffee Bar ➢ New TIME TIME TIME State - of - the - Art Fitness Center ➢ Pet Friendly Bark Park ➢ Ping Pong Table and Pool Table ➢ Resort Style Heated Pool with Luxurious PERSON ( Coming Soon ) ➢ Scenic Ponds . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . This Unit Comes With : ➢ Balcony or Patio ➢ Cable Ready ➢ Hardwood Flooring ( select units ) ➢ In - Home Washer / Dryer ➢ FAC FAC ( select units ) ➢ PERSON PERSON ( select units ) ➢ ORG ORG ORG ( select units ) ➢ Walk - in closets ( select units ) ➢ numst Floor ➢ Balcony or Patio ➢ ORG ORG ➢ ORG ORG * ➢ In - Home Washer / Dryer ➢ LOCATION Back ➢ FAC FAC * ➢ ORG ORG ORG ➢ ORG ORG ORG * ➢ Walk - in closets * . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . Call us for more information ! -- ( CARDINAL ) CARDINAL CARDINAL CARDINAL -- Website : < URL>/ Pets : Breed Restriction;We allow pets for a pet fee of $ MONEY per pet and rent of $ MONEY per pet per month . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . EQUAL HOUSING PLACE FnumDnumAEnumFnumF Is rent cheap, average, or expensive? <SEP>
", average, average
162,"Call / text PERSON with the Apartment Guys at CARDINAL - num - num and ask for reference # MONEY . This lovely Jr. CARDINAL bedroom apartment is located in LOC LOC and just a block away from all of the ORG street activities and is also TIME TIME TIME to the exciting LOC LOC area ! It features air conditioning and the PERSON complex features a swimming pool and tennis courts . Free basic cable TV and internet ! Prices are subject to change * * * * For faster response best to call or text CARDINAL - num - num with reference # num Is rent cheap, average, or expensive? <SEP>
", average, average
413,"CARDINAL PERSON PERSON PERSON PERSON one bedroom CARDINAL bathroom in the heart of PRODUCT features newer kitchen , large combination living and dining rooms with exposed brick , spacious bedroom , amazing closet space , ceiling fans , hardwood floors throughout , newer bathroom , laundry room in building , and pets are welcome ! Steps to shopping , nightlife , transportation and restaurants ! UAnum Please Call PERSON PERSON at CARDINAL - num\unumc to schedule an appointment to view this apartment and mention Apartment ID : CARDINAL . Urban Abodes CARDINAL - num\unumc < URL > num N. PLACE Avenue GPE , ORG ORG ORG ORG ORG Is rent cheap, average, or expensive? <SEP>
", cheap, average
