,prompt,expected_completion,actual_completion
277,"RENT: PRICE - PRICE/Month | SIZE: 600 sq ft | BEDROOMS: 1 | BATHROOMS: 1 LEASE TERMS: 4-Month, 5-Month, 6-Month, 7-Month, 8-Month, 9-Month, 10-Month, 11-Month, 12-Month, 13-Month, 14-Month, 15-Month, 16-Month, 17-Month, 18-Month (847) 305-3424 ABOUT COMMUNITY: YES, WE ARE OPEN! CALL NOW TO SCHEDULE AN IN-PERSON TOUR! OR LET US SHOW YOU THROUGH FACETIME! Start your next chapter at The Residences at Arlington Heights and prepare to indulge in our top-of-the-line amenities. Our residents can also enjoy access to a playground and gazebo. At The Residences at Arlington Heights, there's something for everyone! The Woodfield is a one bedroom, one bath apartment with a large walk-in closet, a spacious breakfast bar and either a patio or balcony. Pet Policy: Breed Restriction;Weight Restriction;Available in select buildings. We charge a PRICE fee per pet. We also charge PRICE for pet rent for each pet monthly. Pet Types: Cats and Dogs Breed restrictions apply. Weight restriction: up to 100 lbs on the first floor. Maximum pets per unit: 2 UNIT FEATURES: ❖ Balcony, Deck or Patio ❖ Dining Room or Eat-in Kitchen ❖ Dishwasher ❖ Heat and Air Conditioning ❖ Stainless Steel Appliances ❖ Upgraded Cabinets ❖ Walk-in Closets ❖ Wood Floors COMMUNITY FEATURES: ❖ Cabana ❖ Controlled Access ❖ Grill ❖ Laundry Facility ❖ Online Payments Available ❖ Planned Social Activities ❖ Playground ❖ Renters Insurance Program ❖ Walking/Biking Trails ❖ Wi-Fi at Pool and Clubhouse ❖ 24-Hour 2-Floor Fitness Center with State-of-the-Art Equipment ❖ 24-Hour Emergency Maintenance ❖ 48-Hour Maintenance Commitment ❖ Brand New Luxurious Clubhouse ❖ Gameroom and 2-Lane Bowling Alley ❖ Ice Skating Rink **Winter Only ❖ Pet-Friendly Large Dogs Accepted ❖ Resort Style Heated Pool Surrounded by Relaxing Chaise Furnishings CONTACT US TODAY! Residences at Arlington Heights 2134 S Goebbert Rd Arlington Heights, IL 60005 Phone: (847) 305-3424 Mon - Fri: 9:00 AM - 6:00 PM Sat: 9:00 AM - 4:00 PM Website: <URL>/ Professionally managed by JRK Property Holdings EQUAL HOUSING OPPORTUNITY 1D97EAB5D8A04D6 Is rent cheap, average, or expensive? <SEP>
", average, cheap
65,"PROPERTY INFO ID: 232072909 Rent: PRICE / Month Beds: 1 Bath: 1 Pet: Pet Friendly Parking:: attached garage Text, Email, Call Bareun! - 847-971-5586 Excellent upgrade from a traditional studio! Better than other convertibles, has a separated bedroom! Floor plan in photos. In-unit laundry, gorgeous community spaces and amenities, 1-block from grocery store. 1 block from Chicago Blue-Line stop. Garage parking available for additional monthly charge based on availability. Springing up in 2020 along the rapidly-growing Milwaukee Avenue corridor in River West, this newly constructed apartment complex is designed with luxury aesthetics to create an exceptional living environment. Premium quality amenities abound including a cinema lounge with 85” flat-screen, rooftop party room with demo kitchen, grills, and alfresco dining, state-of-the-art fitness center, business center and co-working pods, and an outdoor sun deck with a resort-style pool. The unit stylings reflect the industrial and artistic character found throughout the River West neighborhood with a mix of brick and graffiti murals along with creative high-end furnishings and accessories. These chic apartments have a mix of exposed loft-style elements along with modern elegant touches. Each unit is outfitted with luxury finishes including plank wood flooring, stainless steel appliances, quartz countertops, marbled tile back splash, deep soaking tub, walk-in closets, floor-to-ceiling windows, Nest thermostat, full size in-unit washer and dryer and gas stove. Select units also include balconies and double sink vanities. River West is a quieter micro neighborhood that straddles the northwest tip of downtown Chicago and the eastern entrance to the greater West Town cluster of neighborhoods. Location, location, location is the key appeal to River West, as it is surrounded by other popular neighborhoods including River North, Fulton Market, West Loop, Ukrainian Village and Wicker Park. It is extremely convenient for commuters being about 10 minutes from the Loop via CTA Blue Line train, 66 Chicago and 56 Milwaukee bus routes, the ""Hipster Highway"" protected bike lanes on Milwaukee Ave, or car. CTA Blue line train station and bus stops are a 1 block walk from your front door. Drivers will also love that access to I-94 is right across the street for northbound destinations, and the southbound ramp is also less than 5 minutes away. Enjoy a quick stroll to local eateries such as Windy City Cafe, Pie-Eyed Pizza, D'Agostino's, Twisted Spoke, Opart Thai House, Piccolo Sogno, Maillard Tavern, and The Dawson. Grabbing a cup of joe could not be easier with Big Shoulders Coffee and Dunkin Donuts just around the corner. The beloved neighborhood watering hole is right next door at The Matchbox, and it is one of the most unique in the city as it may be the smallest bar in Chicago, but there is plenty of outdoor seating along side an actual vintage train car. Wandering down Chicago Ave, Milwaukee Ave. or Grand Ave. you'll stumble upon art galleries, independent boutique shops, craft brew pubs, wine bars and diverse cuisine throughout the neighborhood that make River West a cozy pocket of Chicago with lots of character. Daily essentials are also close by at CVS, Jewel-Osco, and BWS Beverage. Convenient services accommodate your daily needs on-site too including a front desk concierge, 24-hour maintenance and property management, package service, and a coffee bar. Parking garage is available with additional fees. Cats and dogs are welcome (with some restrictions) with a dog run and pet washing station on site to keep your fur babies active and clean. FEATURES Balcony-Some Units Central Air-Yes Dishwasher-All Dogs-No Weight Limit Fitness Center Flooring-Hardwood Only Laundry- W/D In Unit Luxury Property New Property Pool-Outdoor Security-Intercom/Key Fob Security-Part-Time Doorman Smoking-No Stove-Gas Disclaimer: Photos may not be of exact unit available and may be of various model units and various vacant units. Apartment availability and lease terms may vary. Pricing, availability, and specials are subject to change at any time and without notice. Please note that the price may be net effective of a special or concession that the building is currently running. Information is believed to be accurate, however, is subject to errors and omissions. HotSpot Rentals services the following neighborhoods: South Loop, Printers Row, Near North, River North, Gold Coast, West Loop, Fulton River District, West Loop Gate, The Loop, Streeterville, Lakeshore East, New East Side, Old Town, Medical District, University Village, Near North, River West, Lincoln Park South, Lakeview, Uptown, Ukrainian Village, Wicker Park, Edgewater, Ravenswood, Bronzeville, Logan Square Is rent cheap, average, or expensive? <SEP>
", average, average
414,"LARGE Studio Apt. available for rent starting 1/1/23. This studio is located in the heart of Lincoln Park. The studio features several closets, a kitchen that is separate from the living room, and a large living room. Laundry is available on every other floor. There is a shared common deck available with grills. Covered parking is available in the building for an additional PRICE. Is rent cheap, average, or expensive? <SEP>
", cheap, average
49,"NEWLY RENOVATED APARTMENT FEATURES- Hard plank floors Granite Countertops Stainless Steel Appliances Ceramic Tile Walk in Closet COMMUNITY AMENITIES State of the Art Fitness Center Patio Terrace 24 Hour Door Staff 24 Hour Maintenance Attached Parking Garage On Site Dry Cleaners Bike Storage Non- Smoking Building Call or Email to schedule a tour. We are available 7 days a week. Downtown Apartment Company LLC 730 N Wells Chicago, Il 60654 312-772-3929 REF# 54 Pictures are representative samples of the advertised unit. In some cases, the actual units you tour may vary from the pictures based on the specific floor plan available. Availability and prices are subject to change (and often do change daily). Addresses, cross-streets or other geographic information, if provided, is intended to provide a general location of the advertised unit only; you should not rely on any address provided in this advertisement as an exact location of the unit. Please contact us for exact addresses. Units are leased unfurnished unless otherwise specified. 12-month minimum lease term is standard for most units, but minimum term varies. Equal housing opportunity. Is rent cheap, average, or expensive? <SEP>
", average, average
59,"PROPERTY INFO ID: 303322608 Rent: PRICE / Month Beds: 1 Bath: 1 Available Date: 07/15/2022 Pet: Pet Friendly The Apartment Source Call or text: 773.404.9900 Is rent cheap, average, or expensive? <SEP>
", expensive, cheap
179,"If you stay in the neighborhood, you can walk to Target, Mariano’s, Trader Joe's, Walmart, Starbucks, Chipotle, The Bagel and Duffy's. The lake is a short walk from the building. This unit has tons of natural light and space to make it your own! Water and trash are included in the rental price as well as complimentary fiber optic internet! Responsive maintenance team. Perfect location. Package room. On site engineer. You only pay electric. Dishwasher and microwave included. Close to shopping, restaurants, buses, etc. Lots of natural light. If you stay in the neighborhood, you can walk to Mariano’s, Trader Joe's, Walmart, Starbucks, Chipotle, The Bagel and Duffy's. For more Information call or text Agnes at 312-216-7675 or call the office at 773-537-2000. BJB Properties Equal Housing Opportunity. Pictures are for marketing purposes and may not represent the exact. Prices and leasing specials subject to change without notice. Don't contact me with unsolicited services or offers. Is rent cheap, average, or expensive? <SEP>
", cheap, cheap
283,"PROPERTY INFO ID: 32696592 Rent: PRICE / Month Beds: 1 Bath: 1 Available Date: Now or by 11.15 Pet: Cats Negotiable, Small Dogs Only Rent Includes:: Heat, Water Amazing location- walking distance to Jewel Osco,Xsport Fitness, dog park, lake front trail, easy drive to and from Lakeshore Drive Apartment features: elevator building, hardwood floors, big bedroom, pet friendly (small pets), on-site laundry, and professionally managed! Move-in and pet fee due at lease signing Briyana Mata Leasing Consultant The Apartment Source Chicago TEXT OR CALL 773.982.1892 The Apartment Source Is rent cheap, average, or expensive? <SEP>
", cheap, cheap
41,"PROPERTY INFO ID: 299022702 Rent: PRICE / Month Beds: 1 Bath: 1 Available Date: 09/01/2022 Pet: No Pets Rent Includes:: Heat, Water Bright, renovated apartment. One-bedroom / one-bath. Vintage with refinished original china cabinet in dining room and Murphy bed closet (now for entertainment center et al) in living room. Separate dining room and living room. Hardwood floors, hardwood trim, renovated kitchen with dishwasher, microwave, range, and refrigerator. The unit will be painted with a gray on walls, white trim, and white ceilings. Landscaped Courtyard. Apartmens are large one and two bedrooms; heat and water included; hardwood floors; foyer; closets in foyer and bedrooms(s); living room, full dining room; kitchen with pantry (some dishwashers) and ceramic baths with showers. Laundry room on premises with Maytag washers and dryers. Some units have rear enclosed porches. Controlled entries with intercom connections through the phone. New thermopane windows. New and upgraded rear stairs. FEATURES Dishwasher Fireplace (Decorative) Hardwood Floors Heat Included High Ceiling Radiator Heat Greg Firak Leasing Agent 224-404-0319 The Apartment Source Call or text: 773.404.9900 Is rent cheap, average, or expensive? <SEP>
", average, expensive
307,"West facing condo with patio and common sun deck no pets or service animals allowed Is rent cheap, average, or expensive? <SEP>
", cheap, average
424,"Building has a sundeck, laundry room, 24 Hour doorman, Fitness center and a bike room. Your heat is included. You only pay electric. The apartment has a dishwasher and microwave. Complimentary Wi-Fi. Close to shopping, restaurants, buses, etc. Lots of natural light. If you stay in the neighborhood, you can walk to Trader Joe's, Stan’s Donuts, Mariano's, Chipotle, Walmart. For more Information call or text Agnes at 312-216-7675 or the office at 773-537-2000. BJB Properties Equal Housing Opportunity. Pictures are for marketing purposes and may not represent the exact. Is rent cheap, average, or expensive? <SEP>
", average, cheap
107,"Community Location: 2134 S Goebbert Rd - Arlington Heights, IL 60005 Rental Information: PRICE - PRICE/Month | 1 Bedroom 1 Bath | 648 sq ft Leasing Options: 4-Month, 5-Month, 6-Month, 7-Month, 8-Month, 9-Month, 10-Month, 11-Month, 12-Month, 13-Month, 14-Month, 15-Month, 16-Month, 17-Month, 18-Month (847) 305-3424 Apartment Amenities: ➢ Balcony, Deck or Patio ➢ Dining Room or Eat-in Kitchen ➢ Dishwasher ➢ Heat and Air Conditioning ➢ Stainless Steel Appliances ➢ Upgraded Cabinets ➢ Walk-in Closets ➢ Wood Floors Property Features: ➢ Cabana ➢ Controlled Access ➢ Grill ➢ Laundry Facility ➢ Online Payments Available ➢ Planned Social Activities ➢ Playground ➢ Renters Insurance Program ➢ Walking/Biking Trails ➢ Wi-Fi at Pool and Clubhouse ➢ 24-Hour 2-Floor Fitness Center with State-of-the-Art Equipment ➢ 24-Hour Emergency Maintenance ➢ 48-Hour Maintenance Commitment ➢ Brand New Luxurious Clubhouse ➢ Gameroom and 2-Lane Bowling Alley ➢ Ice Skating Rink ** Winter Only ➢ Pet-Friendly Large Dogs Accepted ➢ Resort Style Heated Pool Surrounded by Relaxing Chaise Furnishings Description: YES, WE ARE OPEN! CALL NOW TO SCHEDULE AN IN-PERSON TOUR! OR LET US SHOW YOU THROUGH FACETIME! Discover the most charming apartments in Arlington Heights, Illinois at The Residences at Arlington Heights. With spacious one, two and three bedroom apartment homes featuring a variety of well-appointed floor plans with either a balcony or patio in every unit, you will surely find an apartment home that works for you! Set on professionally-maintained, landscaped grounds, our pet-friendly community also has excellent transport links. Just minutes from I-90, I-290 and the Ned Brown Preserve, The Residences at Arlington Heights is located near dining, shopping and entertainment. Call or visit us today! The Arlington is our biggest one bedroom unit at 648 square feet. It features a spacious living area and either a patio or balcony. Pets: Breed Restriction;Weight Restriction;Available in select buildings. We charge a PRICE fee per pet. We also charge PRICE for pet rent for each pet monthly. Pet Types: Cats and Dogs Breed restrictions apply. Weight restriction: up to 100 lbs on the first floor. Maximum pets per unit: 2 Call: Residences at Arlington Heights at (847) 305-3424 Website: <URL>/ EQUAL HOUSING OPPORTUNITY FC01089D421C4F6 Is rent cheap, average, or expensive? <SEP>
", cheap, average
535,"Great Monthly Rates! Take advantage of our special discounted rate! All utilities are io -dincluded! 888-844-0952 Looking for a place to call home for a month or longer? We have everything you need without the hassles of traditional apartments, all at a great rate. Each room comes with a fully equipped kitchen and plenty of workspace. And unlike apartments, cable and Wi-Fi are already hooked up and free! With no leases and no credit checks, we are move-in ready. So just bring yourself – and your furry family member – and feel right at home. Property Amenities All Rooms Non-Smoking Pet-Friendly Rooms Available Weekly Housekeeping Included Free Grab-and-Go Breakfast On-Site Guest Laundry Free Off-Street Parking In-Room Amenities Fully Equipped Kitchens Full-Size Refrigerator Electric Range Microwave Free In-Room Wi-Fi Flat Screen TVs Free Cable with Premium Channels Iron & Ironing Board Staying less than 1 month? We also have great nightly and weekly rates. Call for details. Booking conditions apply. Advertised rate is for a 30-night stay, and will vary by room type and stay dates. Rates and availability subject to change. Rate not inclusive of taxes or fees. Actual room may vary from those shown. Pet Policy: A PRICE (+ tax) per day, per pet non-refundable cleaning fee for the first month (not to exceed PRICE + tax per pet), payable the first night of your stay. Each month thereafter is a PRICE non-refundable fee (+tax) per day for the first 5 days of each month (not to exceed PRICE + tax per month, per pet). Weight, size, and breed restrictions may apply. This site may contain errors, inaccuracies, omissions or incomplete data (including without limitation mistaken hotel rates or availability). Extended Stay America reserves the right to rescind any stated offer and to correct any errors, inaccuracies or omissions including after a reservation order has been submitted and whether or not the order has been confirmed and your credit card charged. Extended Stay America - 5211 Old Orchard Rd., Skokie, IL 60077 Is rent cheap, average, or expensive? <SEP>
", average, average
242,"4602 N. Winchester #3E ID: 31280060 Rent: PRICE / Month Beds: 1 Bath: 1 Available Date: 09/07/2022 Pet: Cats Only Rent Includes:: Gas, Heat, Water - Beautiful top floor unit w/ HWF throughout - Rehabbed kitchen w/ Custom Caninetry & Granite countertops - Stainless Steel Appliances incl D/W - Exposed Brick in living room - Comfortable bedroom w/ good closet space - New Bathroom Nice courtyard building in the heart of Ravenswood. Laundry in the building. Cats ok, sorry no dogs allowed. Close to both the Damen El & Metra station, Shopping, Dining, Nightlife! No security deposit - PRICE move in fee - credit check fee waived Brian Unger Leasing Consultant The Apartment Source Is rent cheap, average, or expensive? <SEP>
", expensive, average
543,"Garden level one-bedroom apartment for rent. Renovated two years ago with new appliances, countertops, design, open shelving, subway tile backsplash, new fixtures and cabinets. Located in a family-owned building with owner living on the second floor. Great location on a safe and quiet, friendly street near parks, restaurants, shopping. Ample street parking and within walking distance to groceries, transit, etc. Is rent cheap, average, or expensive? <SEP>
", cheap, expensive
111,"About the apartment: I am subletting my beautiful, bright, fully furnished 1BR apartment in Logan Square for flexible 5-7 month starting September 1st. The apartment’s interior is minimalist, modern and thoughtfully put together. It includes plenty of storage, a stationary home exercise bike, a porch, a TV and a standing desk. Hardwood floors throughout the apartment (with an exception of the bathroom) give it a cozy feel and make it easy to clean. All windows in the unit can be opened to allow for fresh air circulation. A shared porch allow for relaxing outdoor hangs alone or with friends. The monthly rent of PRICE includes water, gas, electricity and internet. Due to the high quality of furniture in the apartment a PRICE security deposit will be due once the lease is signed. About the building: This well taken care of courtyard building features a gorgeous garden with a bench, communal storage spaces for bikes and boxes and a coin-operated laundry room with washers and dryers. Unfortunately pets are not allowed. About the location: The apartment is located in the heart of Logan Square with easy and convenient access to grocery stores, cafes, restaurants, shops and public transportation. The blue line and Milwaukee Ave with plenty of options for entertainment and shopping are only a 5 minute walk away from the apartment. Every Sunday there’s a Farmer’s Market at the Square (about a 8minute walk from the apartment). A park and playground are right outside the apartment. How to apply: Each tenant will have to pay PRICE for a background check (required by the landlord) Is this place right for you? You appreciate plants and have a basic understanding of how to take care of them? You appreciate a convenient location and easy access to public transportation and entertainment options? You appreciate a minimalistic, design-save apartment? If all of these apply to you, I’m hoping to hear from you! If you have questions, please don’t hesitate to reach out. Is rent cheap, average, or expensive? <SEP>
", expensive, average
305,"PROPERTY INFO ID: 205060659 Rent: PRICE / Month Beds: 1 Bath: 1 Pet: Pet Friendly Convenience meets the ultimate in contemporary comfort. This premium new development offers a range of apartments and townhomes to suit your needs from luxe studio and one-bed residences to spacious two-bed and three-bed family abodes. There is a huge selection of floorplan options to choose from, all showcasing unwavering attention to detail and high-end finishes throughout. Whether you’re looking for a peaceful and private space where you can retreat to at the end of the day or an entertainer’s haven for hosting guests, this building has a home to suit your lifestyle. The long list of amenities have been designed to instil a strong sense of community with everything from a fitness center and a game room to dining areas, chef’s kitchen, a swimming pool, grills, lounge space and an 11,000sqft integrated retail space. Located in the heart of the West Loop, You will be moments from world-class dining and shopping, cafes, bars, parks and easy access to transit and the expressways. On-site parking is available for an additional cost. Pets are welcome, but breed and weight restrictions may apply. FEATURES Balcony-Some Units Central Air-Yes Dishwasher-All Fitness Center Flooring-Hardwood Only Laundry- W/D In Unit Luxury Property New Property Pool-Outdoor Security-24 Hour Doorman Smoking-No Stove-Gas Dan Zager 847-308-8243 HotSpot Rentals(License #481.011892) Disclaimer: Photos may not be of exact unit available and may be of various model units and various vacant units. Apartment availability and lease terms may vary. Pricing, availability, and specials are subject to change at any time and without notice. Please note that the price may be net effective of a special or concession that the building is currently running. Information is believed to be accurate, however, is subject to errors and omissions. HotSpot Rentals services the following neighborhoods: South Loop, Printers Row, Near North, River North, Gold Coast, West Loop, Fulton River District, West Loop Gate, The Loop, Streeterville, Lakeshore East, New East Side, Old Town, Medical District, University Village, Near North, River West, Lincoln Park South, Lakeview, Uptown, Ukrainian Village, Wicker Park, Edgewater, Ravenswood, Bronzeville, Logan Square Is rent cheap, average, or expensive? <SEP>
", cheap, cheap
159,"PROPERTY INFO ID: 256073021 Rent: PRICE / Month Beds: 1 Bath: 1 Pet: Pet Friendly TOUR: Call/Text Azalia @ 630.853.6340 *Price factors in 2 months free--this is THE ONLY 1 bedroom left at this price Amazing location near UIC, Rush and Stroger Hospital! Covered Parking is available On Site. *No Short Term Leases This brand-new luxury apartment complex added 202 apartments near the Illinois Medical District in 2021. Taking up an entire wedge-shaped city block, this unique 7-story property is also adjacent to three cool neighborhoods in Chicago’s Lower West Side -- Pilsen, Little Italy and UIC’s University Village. These apartments are high on stylish details with industrial-chic light fixtures, polished concrete floors and sky-high ceilings. Each unit includes stainless steel appliances, a gas range stove, an in-unit washer and dryer, a bold tile backsplash, and sleek bathroom with glass-enclosed rain shower. Select apartments also feature balconies, walk-in closets and kitchen islands. The amenity space is more than the icing on the cake. You’ve got 8,500-square-feet built for relaxation and recreation with a fitness center, beautiful spacious lounge, and an outdoor rooftop pool deck with gas grilling stations and alfresco dining area. This is a convenient location for folks working in the Medical District, Loop, South Loop, or needing to commute regionally. There is plenty to explore with diverse restaurants, culture and several parks surrounding the area. Stock up on essentials at nearby big box stores on Roosevelt Road, or make new friends shopping at convenient neighborhood bodegas. Cats and dogs are allowed, and the sprawling Addams/Medill Park is just a couple of blocks away where you and your pup can get plenty of exercise. There is a Loop Link bus stop right on the corner that will take you downtown, and also has a stop within a block of the Racine CTA Blue Line Station. The Halsted Street Metra Station is also nearby for folks commuting to the western suburbs. If you own a car, on-site garage parking is available with additional fees, and there is a complimentary bike storage room too. FEATURES Balcony-Some Units Central Air-No Dishwasher-All Dogs-No Weight Limit Fitness Center Flooring-Hardwood Only Laundry- W/D In Unit Lofted (Open)-Some Bedrooms New Property Pool-Outdoor Security-Intercom/Key Fob Smoking-No Stove-Gas Azalia Allen 630-853-6340 HotSpot Rentals(License #481.011892) Disclaimer: Photos may not be of exact unit available and may be of various model units and various vacant units. Apartment availability and lease terms may vary. Pricing, availability, and specials are subject to change at any time and without notice. Please note that the price may be net effective of a special or concession that the building is currently running. Information is believed to be accurate, however, is subject to errors and omissions. HotSpot Rentals services the following neighborhoods: South Loop, Printers Row, Near North, River North, Gold Coast, West Loop, Fulton River District, West Loop Gate, The Loop, Streeterville, Lakeshore East, New East Side, Old Town, Medical District, University Village, Near North, River West, Lincoln Park South, Lakeview, Uptown, Ukrainian Village, Wicker Park, Edgewater, Ravenswood, Bronzeville, Logan Square Is rent cheap, average, or expensive? <SEP>
", cheap, average
132,"RENTAL INFO Rental Rates: PRICE - PRICE/month Location: 2134 S Goebbert Rd Arlington Heights, IL 60005 Unit for Rent: 1-BR 1-BA | Square Feet: 600 sq ft | Lease Length: 4-Month, 5-Month, 6-Month, 7-Month, 8-Month, 9-Month, 10-Month, 11-Month, 12-Month, 13-Month, 14-Month, 15-Month, 16-Month, 17-Month, 18-Month (847) 305-3424 PROPERTY AMENITIES ➢ Cabana ➢ Controlled Access ➢ Grill ➢ Laundry Facility ➢ Online Payments Available ➢ Planned Social Activities ➢ Playground ➢ Renters Insurance Program ➢ Walking/Biking Trails ➢ Wi-Fi at Pool and Clubhouse ➢ 24-Hour 2-Floor Fitness Center with State-of-the-Art Equipment ➢ 24-Hour Emergency Maintenance ➢ 48-Hour Maintenance Commitment ➢ Brand New Luxurious Clubhouse ➢ Gameroom and 2-Lane Bowling Alley ➢ Ice Skating Rink ** Winter Only ➢ Pet-Friendly Large Dogs Accepted ➢ Resort Style Heated Pool Surrounded by Relaxing Chaise Furnishings APARTMENT AMENITIES ➢ Balcony, Deck or Patio ➢ Dining Room or Eat-in Kitchen ➢ Dishwasher ➢ Heat and Air Conditioning ➢ Stainless Steel Appliances ➢ Upgraded Cabinets ➢ Walk-in Closets ➢ Wood Floors ADDITIONAL INFO Description: YES, WE ARE OPEN! CALL NOW TO SCHEDULE AN IN-PERSON TOUR! OR LET US SHOW YOU THROUGH FACETIME! Relax and unwind - you can stop dreaming and start living. Our Arlington Heights apartment rentals are generously appointed with apartment features that will over-satisfy. Enjoy stainless steel appliances, upgraded cabinetry, walk-in closets, and wood floors. What are you waiting for? Choose from our spacious one, two, and three-bedroom floor plan options today! The Woodfield is a one bedroom, one bath apartment with a large walk-in closet, a spacious breakfast bar and either a patio or balcony. Pet Policy: Breed Restriction;Weight Restriction;Available in select buildings. We charge a PRICE fee per pet. We also charge PRICE for pet rent for each pet monthly. Pet Types: Cats and Dogs Breed restrictions apply. Weight restriction: up to 100 lbs on the first floor. Maximum pets per unit: 2 Website: <URL>/ Residences at Arlington Heights: (847) 305-3424 EQUAL HOUSING OPPORTUNITY 1D97EAB5D8A04D6 Is rent cheap, average, or expensive? <SEP>
", average, average
195,"Subleasing apartment 1BR/1BA available on October 1st may be available for free to you at the end of September if I move out early. -Included utilities: water, trash removal, and sewer. -Must make 3x the rent and pass the required credit check. -The lease ends 3/31/2023, Renewing lease will increase by 5%. -Off-street parking is included in rent, an additional 50$ for covered parking, -Pets allowed: One-time fee of 200$ then 25$ a month. Space: 750 sq ft Air Conditioning & Heating Washer and Dryer Tub/Shower Balcony Large Bedroom Cable Ready Spacious Closets Window Coverings Elevator in the building Amenities: Laundry Facilities Controlled Access Maintenance on site Property Manager on Site Elevator Business Center Disposal Chutes Fitness Center Benefits: Professional management team and maintenance crew Safe and clean common spaces (gym, elevator, business center, parking lot, staircases, etc.) Is rent cheap, average, or expensive? <SEP>
", expensive, average
538,"955 W. Cornelia Wrigleyville Charming one bedroom one bathroom in the heart of Wrigleyville features newer kitchen with exposed brick, spacious living area with ceiling fan, spacious bedroom, amazing closet space, hardwood floors throughout, newer bathroom, laundry room in building, and pets are welcome! Steps to shopping, nightlife, transportation and restaurants! UA1701 Please Call Hayley Frazier at 847/322-1838‬ to schedule an appointment to view this apartment and mention Apartment ID: 20956. Urban Abodes 773.676.9000 <URL> 3923 N. Ashland Avenue Chicago, IL 60613 Equal Opportunity Housing Is rent cheap, average, or expensive? <SEP>
", cheap, cheap
135,"Washer/dryer in every unit Granite counters Gas cooking Floor-ceiling windows Balconies available in select units State of the art fitness center 24 hour door staff Indoor parking available (NEED HELP WITH YOUR SEARCH? I CAN HELP YOU FIND THE PERFECT PLACE! CALL ANY TIME) SEAN HILL 517-282-4436 DOWNTOWN APARTMENT COMPANY Our expert service is always 100% free. Pictures are representative samples of the advertised unit. In some cases, the actual units you tour may vary from the pictures based on the specific floor plan available. Availability and prices are subject to change (and often do change daily). Addresses, cross-streets or other geographic information, if provided, is intended to provide a general location of the advertised unit only; you should not rely on any address provided in this advertisement as an exact location of the unit. Please contact us for exact addresses. Units are leased unfurnished unless otherwise specified. 12-month minimum lease term is standard for most units, but minimum term varies. Equal housing opportunity. Is rent cheap, average, or expensive? <SEP>
", expensive, average
218,"Wrigleyville 1 Bed, 1 Bath 746 W. Addison Available: 5/1/2023 PRICE per Month Prime one bedroom, one bathroom in the heart of Wrigleyville features cooking gas included, beautiful kitchen with granite countertops, stainless steel appliances, dishwasher, microwave, separate dining area, spacious living room, hardwood floors, large bedroom, great closet space, new bathroom, in unit laundry, and pets are welcome. One block from Addison Red Line! Steps to Wrigley and nightlife! UA1701 Heat Included: No Air Conditioning: Yes Dishwasher: Yes Laundry: In Unit Flooring: Hardwood Parking: Street Pets: Cats and Dogs OK Square Feet: 700 Apartment ID: 31133 Please call or text Maloo Lozada at 312/646-9161‬ to schedule an appointment to view this apartment and mention Apartment ID above. Urban Abodes 773.676.9000 <URL> 3923 N. Ashland Avenue Chicago, IL 60613 Equal Opportunity Housing Is rent cheap, average, or expensive? <SEP>
", expensive, average
17,"PROPERTY INFO ID: 210803606 Rent: PRICE / Month Beds: 1 Bath: 1 Pet: Pet Friendly Parking:: detached garage Built in 2020 very new and updated. The market price is 2170 bringing the net effective to 1845 with special( 1.75 month free) The bedroom has a sliding door, and floor to ceiling windows. Call me for a tour at 219-299-9042 ask for Apollo Setting a new benchmark in flawless urban luxury, This property offers unsurpassed comfort and convenience. No expense has been spared and not a single detail has been overlooked in the creation of these spectacular apartments. There is a range of apartment types to suit your needs and lifestyle from studios to four-bedroom penthouses. European-style kitchens with stainless steel appliances and high-end finishes are perfect for those with a passion for cooking and entertaining. The long list of amenities also includes a fitness and wellness studio, co-working spaces, bike storage, a library and there’s even a dog spa and grooming station and so much more. Those looking to relax will love the yoga platform, grilling stations and fire pits plus there’s a 24/7 concierge for peace of mind. You are a short walk to The Loop and and a host of restaurants, shops, cafes and cultural institutions. There is also easy access to The CTA Red, Green, Orange, and Blue lines. Four-legged companions are welcome, although some breed and weight restrictions apply. Parking is available at an additional fee. FEATURES Fitness Center Laundry- W/D In Unit Luxury Property New Property Security-24 Hour Doorman Smoking-No Stove-Gas Apollo Russell (219) 299-9042 HotSpot Rentals(License #481.011892) Disclaimer: Photos may not be of exact unit available and may be of various model units and various vacant units. Apartment availability and lease terms may vary. Pricing, availability, and specials are subject to change at any time and without notice. Please note that the price may be net effective of a special or concession that the building is currently running. Information is believed to be accurate, however, is subject to errors and omissions. HotSpot Rentals services the following neighborhoods: South Loop, Printers Row, Near North, River North, Gold Coast, West Loop, Fulton River District, West Loop Gate, The Loop, Streeterville, Lakeshore East, New East Side, Old Town, Medical District, University Village, Near North, River West, Lincoln Park South, Lakeview, Uptown, Ukrainian Village, Wicker Park, Edgewater, Ravenswood, Bronzeville, Logan Square Is rent cheap, average, or expensive? <SEP>
", average, average
