post_id,title,price,neighborhood,map_address,street_address,latitude,longitude,data_accuracy,posted,updated,repost_dates,available,housing_type,bedrooms,bathrooms,laundry,parking,sqft,flooring,rent_period,app_fee,broker_fee,cats_ok,dogs_ok,no_smoking,furnished,wheelchair_access,AC,EV_charging,posting_body,images,url
7488791990,4br 3 bath cul desac,3400,Solon,NA,NA,41.3866,-81.4421,22,2022-05-26 20:47,2022-06-21 16:38,[],2022-05-31,house,4,3.0,laundry on site,attached garage,2500,NA,monthly,NA,NA,NA,NA,NA,True,NA,NA,NA,"['4 bedroom 3 full baths on quiet, very nice, cul de sac.', 'Furnished or unfinished.', 'Patio/sunroom.', 'Library area.', 'Basement. 2 car garage.']",NA,https://cleveland.craigslist.org/apa/d/solon-4br-bath-cul-desac/7488791990.html
7510237201,"2 Bedroom, 2 Bathroom, loft apartment, Apply today move in tomorrow!",1074,Cudell,2201 W. 93rd Street,2201 W. 93rd Street,41.4735,-81.7398,5,2022-07-18 10:38,NA,[],2022-07-19,loft,2,2.0,w/d hookups,off-street parking,1063,NA,monthly,NA,NA,True,True,NA,NA,NA,True,NA,"[""Once Ohio's largest high school, now one of Cleveland's most innovative apartment communities, The Brick Lofts at Historic West Tech High is a must see."", 'It is a beautiful building with exceptional architecture and construction qualities, unique loft-style apartment floor plans, and superior amenities.', 'Come experience the new stylish, and sophisticated look of the former West Tech High School.', 'Beautifully planned suites with a variety of 1, 2 & 3 bedroom apartment floor plans are available for you to call home.', 'You will find yourself living a lifestyle that fits your needs.', 'Constructed in 1912, the $32 million conversion of the West Tech High School into the West Tech Lofts in 2003- 2004, preserved the architecture, charm and character of the school; even the lockers adorn the corridors.', 'Superior and modern amenities in both the common areas and the private residences, compliment this one of a kind renovation.', 'Outstanding community amenities include garage parking, an exceptional fitness center, spacious game room, laundry center, and a community room created from the original high school auditorium, and off-street or garage parking.', ""Just seconds from the I-90 freeway and just minutes from Downtown Cleveland, Lakewood, Ohio City and Tremont; The Brick Lofts at Historic West Tech High are centrally located in the heart of one of Cleveland's historic neighborhoods."", 'Let your home reflect your passion for design with a story.', 'See yourself in our Cudell Cleveland apartments.', '-W/D Hookup', '-Package Lockers', '-Courtyard', '-Rhino Security Deposit Option', '-Rentable Surface Lot', '-Public Transportation', '-Flex Rent Payments', '-Microwave', '-BBQ/Picnic Area', '-Rentable Garage', '-High Ceilings', '-Elevator', 'Call:', 'show contact info', 'Monday: 9AM-6PM', 'Tuesday: 9AM-6PM', 'Wednesday: 9AM-6PM', 'Thursday: 9AM-6PM', 'Friday: 10AM-3PM', '2201 W. 93rd Street, Cleveland, OH 44102', 'For more information, visit us at: <URL>', 'Equal Housing Opportunity.', 'Specials are based on availability and may expire or change at any time.', 'Specials and discounts may not be combined.', 'Rates are subject to change without advance notice.']","['https://images.craigslist.org/00o0o_kboAQpWW1NFz_0c2092_600x450.jpg', 'https://images.craigslist.org/00F0F_hztLkEMlxqkz_0c2092_600x450.jpg', 'https://images.craigslist.org/00g0g_9AR3WENJuUWz_0c2092_600x450.jpg', 'https://images.craigslist.org/00C0C_5BB3Nmit3Rnz_0c2092_600x450.jpg', 'https://images.craigslist.org/00n0n_7J747CfC7pPz_0c2092_600x450.jpg', 'https://images.craigslist.org/00505_69r9Mu0Djhcz_0c2092_600x450.jpg', 'https://images.craigslist.org/00P0P_iQliTeGNlc8z_0c2092_600x450.jpg', 'https://images.craigslist.org/00101_7IT8tTVaHngz_0cU0uY_600x450.jpg', 'https://images.craigslist.org/00z0z_hz9pO8x9mkMz_0cU07l_600x450.jpg', 'https://images.craigslist.org/00202_4FhCqJgNmarz_0cU09G_600x450.jpg', 'https://images.craigslist.org/00R0R_d67aRoeo6Uuz_0cU09G_600x450.jpg', 'https://images.craigslist.org/00d0d_iK9xGfc8qHVz_0cU09G_600x450.jpg', 'https://images.craigslist.org/00o0o_hL5JfS0uCFJz_0cU09G_600x450.jpg', 'https://images.craigslist.org/00P0P_fShbqian3fRz_0cU07l_600x450.jpg', 'https://images.craigslist.org/00A0A_3tIdmURfr3sz_0cU0hd_600x450.jpg', 'https://images.craigslist.org/00E0E_mOAWNhbQYjz_0cU0hd_600x450.jpg', 'https://images.craigslist.org/00606_aRy8Ji89tejz_0cU09G_600x450.jpg', 'https://images.craigslist.org/00W0W_doGuNj9U7j2z_0cU09G_600x450.jpg']",https://cleveland.craigslist.org/apa/d/cleveland-bedroom-bathroom-loft/7510237201.html
7507469847,Enjoy a swim in our indoor pool or use our 24-hr fitness center!!,920,Parma,6630 State Road,6630 State Road,41.384303,-81.711437,10,2022-07-11 13:14,NA,[],2022-09-07,apartment,1,1.0,laundry in bldg,off-street parking,600,NA,monthly,$75 app fee + $300 hold fee,NA,True,True,NA,NA,NA,True,NA,"['**available to view and move in on September 7th**', 'This first floor suite is truly a one of a kind!', 'It offers a spacious kitchen, garbage disposal, exhaust fan in the bathroom, central air, and HUGE closets; which does not even include the extra storage unit you get with this apartment!', 'In addition, this suite comes with wall to wall carpet, accent walls, plentiful electrical outlets, central heating and air, and is conveniently located in the heart of Parma!', 'But there is MORE!', 'We also include free parking, multiple entrances/exits, 2 elevators, free sewage, capped gas and water, an indoor heated pool, 24 hour fitness center, picnic area with grills, sun deck, 24 hour laundry facility, and a remodeled party room!', 'And if that is not enough….We also offer intercom access, camera footage inside and out, 24 hour emergency maintenance, a community garden, a dog walking area, and free events throughout the year!', 'Utilities:', '• Water $25.00 for the first person $5.00 each additional occupant', '• Gas Capped at $54.00', '• Trash $5.00', 'Our suites go fast, please reach out today!!', 'Pet Policy: (2 PETS MAX ALLOWED)', 'We follow the City of Parma Breed Restrictions', 'Dogs:', 'All dogs must be under 35 lbs at full grown', 'At least 12 month old', 'Spayed/Neutered', 'Up to date on all shots', 'Dog license required', 'House Broken.', 'Cats:', 'Spayed/Neutered', 'Up to date on all shots', 'At least 6 months old', 'Litter trained.']","['https://images.craigslist.org/00r0r_jPSIQ4wsEWiz_0oo0ww_600x450.jpg', 'https://images.craigslist.org/01111_jnbdLpVONJPz_0oo0ww_600x450.jpg', 'https://images.craigslist.org/00H0H_1Ndk2A77daLz_0oo0ww_600x450.jpg', 'https://images.craigslist.org/00N0N_6OoM6tFhJBJz_0oo0ww_600x450.jpg', 'https://images.craigslist.org/00b0b_4NVvhhU11vnz_0oo0ww_600x450.jpg', 'https://images.craigslist.org/00y0y_lJaCQ1RrzIdz_0oo0ww_600x450.jpg', 'https://images.craigslist.org/00707_lc0B03wqMNSz_0oo0ww_600x450.jpg', 'https://images.craigslist.org/00O0O_gwNuMKP5Fviz_0oo0ww_600x450.jpg', 'https://images.craigslist.org/01616_e6b8j6RdEXvz_0oo0ww_600x450.jpg', 'https://images.craigslist.org/00P0P_eWhjdTwWUbDz_0oo0ww_600x450.jpg', 'https://images.craigslist.org/00k0k_CAteUORijmz_0oo0ww_600x450.jpg', 'https://images.craigslist.org/00W0W_cdoXCNgxlJCz_0oo0ww_600x450.jpg', 'https://images.craigslist.org/01212_hr7VmClPzdQz_0oo0ww_600x450.jpg', 'https://images.craigslist.org/00A0A_1rGou7QOBvdz_0oo0ww_600x450.jpg', 'https://images.craigslist.org/01313_6fnMSmYcqicz_0oo0ww_600x450.jpg', 'https://images.craigslist.org/00l0l_8u0NsalKHpFz_0oo0ww_600x450.jpg', 'https://images.craigslist.org/00W0W_8XwYhsdALiVz_0dI0ah_600x450.jpg', 'https://images.craigslist.org/00r0r_jCWCEjIewtVz_0dI0ah_600x450.jpg', 'https://images.craigslist.org/01616_dE11euZJ3Zrz_0ak07K_600x450.jpg', 'https://images.craigslist.org/00b0b_jJeLuuv2YTyz_0ig0dC_600x450.jpg', 'https://images.craigslist.org/00g0g_b5uPNLY0cgOz_0jZ0dk_600x450.jpg', 'https://images.craigslist.org/00Q0Q_hskhiSbdjipz_0k00db_600x450.jpg', 'https://images.craigslist.org/01717_9VJd8l87vR0z_0CI0pO_600x450.jpg']",https://cleveland.craigslist.org/apa/d/cleveland-enjoy-swim-in-our-indoor-pool/7507469847.html
6607412335,"CWRU & Hospitals, Chts,  Oak floors, 2 Bedrm + Office,  Garage, 76-2",905,cleveland Heights,2176 Edgewood near cedar,2176 Edgewood ,41.500197,-81.566591,10,2022-07-27 07:43,2022-07-31 16:58,['2022-07-27 07:43'],NA,duplex,2,1.0,laundry on site,detached garage,NA,NA,monthly,NA,NA,NA,NA,True,NA,NA,NA,NA,"['Just give us a call !', 'Very Easy Showings', 'show contact info', ', We do not text or email appointments, How many people is suite for?,', 'Move in Date?,', '2 BEDROOM + Office', 'AMENITIES', 'Appliances Included: Range / Oven, Refrigerator', 'Heating: Gas', 'Cable TV Ready', 'High-speed Internet', 'Formal living rm, Dining rm, Refinished oak floors, New paint, Mini blinds, kit with appliances, Shower over tub, Garage, Washer dryer Hookups, Owner agent pays landscaping , rubbish removal & all repairs to home, walk to CWRU  hospitals or 5 min drive, Ahuja, South Pointe Just give us a call !', 'Very Easy Showings', 'show contact info', ', How many people is suite for?, Move in Date?, Price Range?', ' No Pets or Animals permitted.', 'Must have income of 2900.00 per month after taxes & all Debts.', 'Tenant pays utilities.', ' ""EQUAL HOUSING PROVIDER.""']","['https://images.craigslist.org/01313_elEaumxNltNz_07K0ak_600x450.jpg', 'https://images.craigslist.org/01212_lqiJ9dwR5ugz_0ak07K_600x450.jpg', 'https://images.craigslist.org/00O0O_dZrvGial8Sxz_0ak07K_600x450.jpg', 'https://images.craigslist.org/00909_9zutMqQpVeLz_07K0ak_600x450.jpg', 'https://images.craigslist.org/00q0q_8MT0iLlfu9z_0ak07K_600x450.jpg', 'https://images.craigslist.org/00k0k_12Ga9Tw1nglz_0ak07K_600x450.jpg', 'https://images.craigslist.org/00K0K_jDRHDl2UDVQz_0ak07K_600x450.jpg', 'https://images.craigslist.org/00I0I_9WLgPK4dJusz_07K0ak_600x450.jpg', 'https://images.craigslist.org/00o0o_96oqAqlDcEIz_0ak07K_600x450.jpg', 'https://images.craigslist.org/00h0h_hsC3t7HUYTsz_0CI0t2_600x450.jpg', 'https://images.craigslist.org/00I0I_g2X6QyWWBwfz_0CI0t2_600x450.jpg', 'https://images.craigslist.org/00E0E_eSRAInusfiez_07K0ak_600x450.jpg', 'https://images.craigslist.org/00v0v_539Qm8794Etz_07K0ak_600x450.jpg', 'https://images.craigslist.org/01414_4ni4iHKvpQBz_07K0ak_600x450.jpg', 'https://images.craigslist.org/00202_8cfJ7MM52z7z_0ak07K_600x450.jpg', 'https://images.craigslist.org/00X0X_h7I4Mes5K0Vz_07K0ak_600x450.jpg', 'https://images.craigslist.org/00S0S_bPaf4JwXnM3z_07K0ak_600x450.jpg', 'https://images.craigslist.org/00W0W_iwPbxWXaZJmz_07K0ak_600x450.jpg', 'https://images.craigslist.org/00H0H_dzwSsH69bHcz_07K0ak_600x450.jpg', 'https://images.craigslist.org/00K0K_lx2RMkUwHIXz_07K0ak_600x450.jpg', 'https://images.craigslist.org/00v0v_zLulnrwx07z_07K0ak_600x450.jpg', 'https://images.craigslist.org/00u0u_63aplJpaH03z_07K0ak_600x450.jpg', 'https://images.craigslist.org/00X0X_48dAItc7Cpyz_07K0ak_600x450.jpg', 'https://images.craigslist.org/01212_glycgwq0Rjfz_07K0ak_600x450.jpg']",https://cleveland.craigslist.org/apa/d/cleveland-cwru-hospitals-chts-oak/7513909090.html
7452132785,Live in luxury at Williamsburg!,1592,Sagamore Hills,6636 Deerfield Dr. near Route 82,6636 Deerfield Dr. ,41.31344,-81.568653,10,2022-07-09 12:36,NA,['2022-07-09 12:36'],NA,apartment,2,2.0,w/d in unit,attached garage,1150,NA,monthly,NA,NA,True,True,NA,NA,NA,NA,NA,"['To schedule a tour', 'We now book our tour appointments online!', 'Please call or text us at', 'show contact info', 'to self-schedule from your phone!', 'Book your appointment online today or anytime 24/7!', 'Property Description', 'From the moment you step inside our two-story townhomes, you’ll feel at home.', 'Upgraded wood-style flooring and silver and black appliances surround you in style while attached garages and extensive amenities assure easy living.', 'And yet, despite the restful space and kind faces at our apartments in Sagamore Hills, OH, the outdoors are where you’ll find your bearing.', 'Towpath Trail winds up to our door, tantalizing a midday escape on wheels or by foot.', 'With its lush waterfalls and daring landscape, consider Cuyahoga Valley National Park your 50-square-mile backyard—and your next adventure.', 'Situated 20 miles from both downtown Cleveland and Akron, 7 miles south of rapidly growing Independence and 4 miles east of the MGM Northfield Park, Williamsburg Townhomes Rental Homes is your ultimate destination.', 'Are you in?', 'Spacious 2 bedroom 2 bath townhome!', ' Large walk-in master bedroom closet and in-suite master bathroom.', ' Full size washer and dryer provided!', ' Fully applianced kitchen with dishwasher, garbage disposal, range, refrigerator and microwave.', ' Attached one and two car garages, private or shared (select homes).', ' Cozy wood-burning fireplace located in the living room!', ' Bonus breakfast bar area!', 'Details', 'Availability date:', 'April 7, 2022', 'Pets:', 'Cats, Small Dogs (< 25lb), Large Dogs (> 25lb)', 'Pet notes:', 'PET OVERVIEW:Dogs and cats, including puppies and kittens under 1 year old, are welcome at our community.', 'All pet residents must have their health check and shots, and be spayed or neutered by 6 months of age.', 'A signed animal addendum is required to be on file at our leasing office.', 'Two (2) max pets allowed.', 'DEPOSIT AND PET RENT: $250 non refundable pet fee per pet.', 'For puppies & kittens under 1 year old, an additional $100 non-refundable fee applies.', 'Pet rent: $40 monthly per pet.', '(All fees, deposits and charges noted above are per pet.)ADDITIONAL DETAILS:', 'We also welcome your domestic pet if it is a bird or fish with written approval from our on-site management team.', 'No reptiles or exotic animals please.', 'Fish tanks are not to exceed 55 gallons.', 'SUPPORT', 'ANIMALS:If the animal is a service animal for a disabled person, pet deposits are not necessary and breed restrictions do not apply.', 'A signed Letter Regarding Support Animals from a qualified professional verifying the need for the service animal along with proof of current rabies shots and licenses (if legally applicable) is required.', 'BREED RESTRICTIONS:', 'We will accept all breeds of dogs, except the following or any combination of mixed breed that contain any of the following: Akita, Alaskan Malamute, Chow, Doberman Pinscher, German Shepherd, Great Dane, Husky, Pit Bull Terriers*, Rottweiler, Saint Bernard, and Wolf Dog Hybrids.', '*(including all Pit Bull breeds - American Pit Bull Terriers, American or Irish Staffordshire Terriers, Bull Terriers, Pit Bulls, American Bull Dogs, Pit Bull Bordeaux, and Fila Brasilerio.)', 'We reserve the right to add additional restricted breeds at any time.', 'Deposit:', 'Starting at $299', 'Leasing options:', '6 months,9 months,9+ months,12 months,12+ months', 'Leasing notes:', 'Application fee:', '$35/person - Non Refundable', 'Amenities', 'Included in Utilities Cost:', 'Utilities Cost:', 'Laundry:', 'In Unit', 'Parking type:', 'Attached Garage', 'Parking notes:', 'Appliances:', 'Dishwasher, Refrigerator, Garbage disposal, Microwave, Range/Oven', 'Exterior:', 'Private Entry', 'Heating/cooling:', 'Heat: forced air, Central AC', 'Wiring:', 'Cable-ready, High-speed internet', 'Facilities and Recreation:', 'Shared pool, Fitness center, Access to Greenwood Village Amenities, Indoor/Outdoor Pool (Greenwood Village), Fishing Pond (Greenwood Village), Playground (Greenwood Village)', 'Security and Access:', 'Views:', 'Additional features:', 'Fireplace (Select Homes), Vaulted Ceilings (Select Homes), Spacious Loft Areas (Select Homes)', 'Offered by:', 'Willamsburg Townhomes', 'Equal Housing Opportunity']",NA,https://cleveland.craigslist.org/apa/d/northfield-live-in-luxury-at/7506719399.html
7496137702,"Recreational Areas, Pilates Studio, Public Transportation Available",1753,"27040 Cedar Road, Beachwood, OH",27040 Cedar Road,27040 Cedar Road,41.4701,-81.5232,5,2022-06-13 17:11,2022-06-21 19:39,[],2022-06-13,apartment,2,1.5,laundry in bldg,attached garage,970,NA,daily,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['Life at The Vantage is like nothing else in northeastern Ohio!', 'Our resort-like apartment community is ideally located a short drive from downtown Cleveland and just off I-271, making it getting around the Cleveland area easy.', 'Convenience is key at The Vantage, with Beachwood Place shopping mall located directly across the street and the Cleveland Clinic just minutes away.', 'Property Amenities:', 'Recreational Areas', 'Eyeware at The Vantage', 'Sauna and Whirlpool Spa', 'Gated Community with Controlled Access', 'Intercoms', 'Swerve Grille', 'Anthea Spa', 'Pilates Studio', 'Heated Garages', 'Clubhouse and Monthly Resident Events', 'Indoor and Outdoor Pool', 'Public Transportation Available', 'Call Us Today!', 'show contact info', 'For more information, visit us at: <URL>', '*Pricing and availability are subject to change daily.', 'Photos may not be of your exact home.', 'Please contact us today for the most up to date information!', 'Professionally managed by GoldOller Real Estate Investments, a provider of Fair Housing and Equal Opportunity.']","['https://images.craigslist.org/00o0o_2LdTSU6uckYz_0hK0bO_600x450.jpg', 'https://images.craigslist.org/00O0O_6ZB2CJ73LYAz_0hK0bP_600x450.jpg', 'https://images.craigslist.org/00C0C_aAjZvjYLNz2z_0hK0bP_600x450.jpg', 'https://images.craigslist.org/00T0T_9jQdyB23YOvz_0hK0bP_600x450.jpg', 'https://images.craigslist.org/00808_dEPzZ3UoZLyz_0hK0mb_600x450.jpg', 'https://images.craigslist.org/00r0r_bIpsiAnFhImz_0hK0bP_600x450.jpg', 'https://images.craigslist.org/01212_h7HRDri5nkLz_0hK0bP_600x450.jpg', 'https://images.craigslist.org/00303_iNVVUWIJpXsz_0hK0bP_600x450.jpg', 'https://images.craigslist.org/00H0H_3Fx3IC3DTM5z_0bi08u_600x450.jpg', 'https://images.craigslist.org/00V0V_4ipkmRJW333z_0oc0oj_600x450.jpg']",https://cleveland.craigslist.org/apa/d/beachwood-recreational-areas-pilates/7496137702.html
7513579601,Close to Downtown Willoughby 1 br/1 bath,750,"Lake County, Willoughby",4062 Skiff Street,4062 Skiff Street,41.641153,-81.414013,5,2022-07-26 11:39,NA,[],2022-07-31,apartment,1,1.0,laundry in bldg,off-street parking,NA,NA,monthly,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['Lots of windows (8) and natural light make this 1 bedroom/1 bath apt a must see.', ' This is a second floor unit of a 4 unit house.', ' The unit includes new carpet, fresh paint, and newer bath.', 'The kitchen includes full size gas range and fridge.', 'First month rent and security deposit of 1 month rent required at signing of 12 month lease.', ' Tenant pays electric and gas.', 'Call Rick at', 'show contact info', 'for appointment to view.']",NA,https://cleveland.craigslist.org/apa/d/eastlake-close-to-downtown-willoughby/7513579601.html
7510284821,"High Ceilings, Rentable Garage, On-Site Management",1104,"2201 W. 93rd Street, Cleveland, OH",2201 W. 93rd Street,2201 W. 93rd Street,41.4735,-81.7398,5,2022-07-18 12:08,NA,[],2022-08-11,loft,2,2.0,w/d hookups,off-street parking,1064,NA,monthly,NA,NA,True,True,NA,NA,NA,True,NA,"[""Once Ohio's largest high school, now one of Cleveland's most innovative apartment communities, The Brick Lofts at Historic West Tech High is a must see."", 'It is a beautiful building with exceptional architecture and construction qualities, unique loft-style apartment floor plans, and superior amenities.', 'Come experience the new stylish, and sophisticated look of the former West Tech High School.', 'Beautifully planned suites with a variety of 1, 2 & 3 bedroom apartment floor plans are available for you to call home.', 'You will find yourself living a lifestyle that fits your needs.', 'Constructed in 1912, the $32 million conversion of the West Tech High School into the West Tech Lofts in 2003- 2004, preserved the architecture, charm and character of the school; even the lockers adorn the corridors.', 'Superior and modern amenities in both the common areas and the private residences, compliment this one of a kind renovation.', 'Outstanding community amenities include garage parking, an exceptional fitness center, spacious game room, laundry center, and a community room created from the original high school auditorium, and off-street or garage parking.', ""Just seconds from the I-90 freeway and just minutes from Downtown Cleveland, Lakewood, Ohio City and Tremont; The Brick Lofts at Historic West Tech High are centrally located in the heart of one of Cleveland's historic neighborhoods."", 'Let your home reflect your passion for design with a story.', 'See yourself in our Cudell Cleveland apartments.', '-Refrigerator', '-W/D Hookup', '-Ceiling Fan', '-Package Lockers', '-Courtyard', '-Disposal', '-Electronic Thermostat', '-Historic Building', '-Short Term Lease', '-Fitness Center', '-Recreation Room', '-Dishwasher', 'Call:', 'show contact info', 'Monday: 9AM-6PM', 'Tuesday: 9AM-6PM', 'Wednesday: 9AM-6PM', 'Thursday: 9AM-6PM', 'Friday: 10AM-3PM', '2201 W. 93rd Street, Cleveland, OH 44102', 'For more information, visit us at: <URL>', 'Equal Housing Opportunity.', 'Specials are based on availability and may expire or change at any time.', 'Specials and discounts may not be combined.', 'Rates are subject to change without advance notice.']","['https://images.craigslist.org/00h0h_7IOTM2qp6sdz_0c2092_600x450.jpg', 'https://images.craigslist.org/01313_3QFcLgWRlVmz_0c2092_600x450.jpg', 'https://images.craigslist.org/00Z0Z_fWvR1oBOnpWz_0c2092_600x450.jpg', 'https://images.craigslist.org/00G0G_4cAWkRPGO6Yz_0c2092_600x450.jpg', 'https://images.craigslist.org/00H0H_gExcuNKZuwiz_0c2092_600x450.jpg', 'https://images.craigslist.org/00m0m_iwZSbtZ08Lfz_0c2092_600x450.jpg', 'https://images.craigslist.org/01616_ly94GQmHPjzz_0c2092_600x450.jpg', 'https://images.craigslist.org/00s0s_kuU4IIBAARZz_0c2092_600x450.jpg']",https://cleveland.craigslist.org/apa/d/cleveland-high-ceilings-rentable-garage/7510284821.html
7502764377,This Baker Lofts apartment is available now.,950,cleveland,NA,NA,41.5064,-81.6743,22,2022-06-29 14:32,2022-07-02 15:15,[],NA,apartment,2,1.0,w/d in unit,attached garage,NA,NA,monthly,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['This Baker Lofts apartment is available now.', ""This loft features open and bright floor plan with brick walls, 12' ceilings, and original wood timbers."", 'It is a 2 bed/1 bath unit with updated appliances and washer/dryer.', 'It is close to Downtown Holland and Hope College.', 'Tenant would be responsible for electric.', 'Call Cornerstone today to set up a showing!', ""The May brings together Cleveland's rich past and its promising future by blending historic architecture with modern style."", ""The May once served as Cleveland's landmark shopping center, located in the heart of the city's retail district in Public Square."", 'Today, The May has been meticulously restored and transformed into a mixed-use property with residential and retail space that includes indoor parking.', 'The new downtown Cleveland apartment community offers studio, one-bedroom, two-bedroom and three-bedroom apartments.', 'These updates have preserved the history of The May while evolving it into a modern residence, fit to reflect the comfort and sophistication of downtown living.']","['https://images.craigslist.org/00H0H_f5MWPIcsvcGz_0au06P_600x450.jpg', 'https://images.craigslist.org/01212_6ccSsIP2TfNz_0au06M_600x450.jpg', 'https://images.craigslist.org/01414_GvbIhERL2iz_0au06t_600x450.jpg']",https://cleveland.craigslist.org/apa/d/cleveland-this-baker-lofts-apartment-is/7502764377.html
7488933973,Ludlow Gables Apartments,895,Shaker Square,S. Woodland Rd near Ludlow Rd,S. Woodland Rd ,41.47927,-81.586895,15,2022-05-27 10:33,2022-06-21 09:30,[],2022-06-15,apartment,1,1.0,laundry on site,attached garage,950,NA,monthly,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['This over sized and newly updated 1 bedroom suite has tons of natural light.', ' High VAULTED ceilings, new granite counter tops.', 'The soft closing cabinets flows beautifully with the ceramic tile.', 'Samsung stainless steel appliances refrigerator, stove and dishwasher.', 'Flawless refinished hardwood floors cover the rest of the suite along with fresh paint.', 'This suite has the best bathroom in town with new ceramic tile wrapping the walls and floor in the bathroom.', 'The vanity, medicine cabinet, and even the toilet paper holder is new!', 'The suite gets a ton a naturally light and FREE heat water and sewer.', 'Newer windows!', 'You will also be surrounded with several diverse restaurants, you will have you pick of Hungarian, Japanese, French, Seafood and Soul food, Cuisine, Pizza, Coffee Shop, Movie theater, Grocery Store and so much more!', 'Transportation has never been easier with the RTA rapid that runs, through Shaker Square to Downtown, Cleveland State, Cleveland Clinic, University Hospital, JACK Casino, Rock-N-Roll hall of fame, Airport and many other popular places.']","['https://images.craigslist.org/01515_4XrrH1IVSqDz_0gl0t2_600x450.jpg', 'https://images.craigslist.org/00y0y_cxmZyVUezpwz_0CI0t2_600x450.jpg', 'https://images.craigslist.org/00C0C_loMBsxR4d0Dz_0CI0t2_600x450.jpg', 'https://images.craigslist.org/00i0i_e5Qe2XdGh4vz_0CI0t2_600x450.jpg', 'https://images.craigslist.org/00P0P_39VveqB6zZrz_0t20CI_600x450.jpg', 'https://images.craigslist.org/00O0O_fKGgi52lOP3z_0t20CI_600x450.jpg', 'https://images.craigslist.org/00606_4GqIZbpCEE5z_0CI0t2_600x450.jpg', 'https://images.craigslist.org/00j0j_lAw7kgnbpIaz_0CI0t2_600x450.jpg']",https://cleveland.craigslist.org/apa/d/cleveland-ludlow-gables-apartments/7488933973.html
7513978146,3 BEDROOM REHAB,950,LEE/HARVARD,INVERMERE AVE near LEE ROAD,INVERMERE AVE ,41.456746,-81.564895,15,2022-07-27 11:03,NA,[],NA,house,3,2.0,w/d hookups,carport,1224,NA,monthly,NA,NA,True,True,NA,NA,NA,NA,NA,"['CALL US AT', 'show contact info', 'HOUSE IS UNDERGOING RENOVATION', '3 BEDROOM 2 FULL BATH', 'NEW KITCHEN, NEW BATHS, CENTRAL AIR, NEW ROOF, NEW WINDOWS, NEW APPLIANCES INCLUDED, REC ROOM IN THE BASEMENT', 'This house is being offered for home ownership, there are many programs available through the government to help new home owners with little to no money down!', 'Sorry no section 8', 'visit <URL>']","['https://images.craigslist.org/00a0a_8nHk0kDNKuUz_0CI0t2_600x450.jpg', 'https://images.craigslist.org/00M0M_iN1yG2xk0Umz_09G06Y_600x450.jpg', 'https://images.craigslist.org/00V0V_4Riv5aYL8gtz_09G072_600x450.jpg']",https://cleveland.craigslist.org/apa/d/cleveland-bedroom-rehab/7513978146.html
7513987683,"COZY, WELL-LOCATED, 1 BD/1 BA, 600+ SQ FT CONDO",879,"~~~Beachwood, OH ~~",NA,NA,41.4701,-81.5232,22,2022-07-27 11:22,NA,[],NA,condo,1,1.0,w/d hookups,attached garage,NA,NA,monthly,NA,NA,True,True,NA,NA,NA,NA,NA,"['COZY, WELL-LOCATED, 1 BD/1 BA, 600+ SQ FT CONDO', 'COZY, WELL-LOCATED, 1 BD/1 BA, 600+ SQ FT CONDO ~', '***LOVELY ON-SITE SWIMMING POOL, CLUB HOUSE, AND HOT TUB**', 'COZY, WELL-LOCATED, 1 BD/1 BA, 600+ SQ FT CONDO UNIT, LOCATED IN A WELL-ESTABLISHED & MAINTAINED CONDO COMPLEX, WITH INCREDIBLE VIEWS OF THE SMOKIES, JUST MERE MINS.', 'TO DOWNTOWN GATLINBURG, THE GREAT SMOKY MOUNTAINS NATIONAL PARK & MUCH MORE.', 'HIGH CHALET IS PART OF A WELL-MAINTAINED CONDO COMPLEX, WHICH BOASTS A LOVELY ON-SITE SWIMMING POOL, CLUB HOUSE, AND HOT TUB.']",NA,https://cleveland.craigslist.org/apa/d/beachwood-cozy-well-located-bd-ba-600/7513987683.html
